Month,Borough,Equipment Type,Common Name,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
2/1/23,Brooklyn,Elevator,EL709,3,2,1,0,146.0,0.983630952,110.1666667,112.0,1.0,112.0,112.0,0.98125,659.4,672.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636
2/1/23,Manhattan,Elevator,EL292,3,1,2,1,30.0,1.0,112.0,112.0,0.946428571,106.0,112.0,0.969667659,651.6166667,672.0,1AV-CNR-L,119,1 Av - Station,119
2/1/23,Brooklyn,Elevator,EL321,2,2,0,0,295.0,0.995535714,111.5,112.0,0.994047619,111.3333333,112.0,0.994667659,668.4166667,672.0,CHURCHAV-NOS-2/5,356,Church Av - Station,356
2/1/23,Manhattan,Elevator,EL332,4,1,3,0,125.0,0.969494048,108.5833333,112.0,0.964285714,108.0,112.0,0.977876984,657.1333333,672.0,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
2/1/23,Bronx,Elevator,EL131,17,10,7,3,250.0,0.925297619,103.6333333,112.0,0.781845238,87.56666667,112.0,0.828844246,556.9833333,672.0,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
2/1/23,Brooklyn,Elevator,EL376,1,1,0,0,127.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992063492,666.6666667,672.0,BAYPKWY-WST-D,68,Bay Pkwy - Station,68
2/1/23,Manhattan,Elevator,EL267,2,1,1,1,73.0,0.982589286,110.05,112.0,1.0,112.0,112.0,0.987301587,663.4666667,672.0,72ST-2AV-Q,477,72 St - Station,477
2/1/23,Bronx,Elevator,EL502,1,1,0,0,28.0,1.0,112.0,112.0,1.0,112.0,112.0,0.99265873,667.0666667,672.0,BEDFORDPKBLVD-CON-B/D,211,Bedford Pk Blvd - Station,211
2/1/23,Bronx,Elevator,EL130,19,8,11,6,311.0,0.880208333,98.58333333,112.0,0.793303571,88.85,112.0,0.838169643,563.25,672.0,3AV-149ST-LWP-2/5,434,3 Av-149 St - Station,434
2/1/23,Brooklyn,Elevator,EL761,3,3,0,0,136.0,1.0,112.0,112.0,1.0,112.0,112.0,0.982936508,660.5333333,672.0,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51
2/1/23,Queens,Elevator,EL431,8,6,2,1,211.0,0.722767857,80.95,112.0,0.816964286,91.5,112.0,0.767113095,515.5,672.0,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
2/1/23,Queens,Elevator,EL405,10,1,9,0,73.0,0.984970238,110.3166667,112.0,0.945089286,105.85,112.0,0.957638889,643.5333333,672.0,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
2/1/23,Brooklyn,Elevator,EL339,3,2,1,1,21.0,1.0,112.0,112.0,0.976934524,109.4166667,112.0,0.982936508,660.5333333,672.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627
2/1/23,Queens,Elevator,EL447,2,1,1,0,140.0,1.0,112.0,112.0,1.0,112.0,112.0,0.98921131,664.75,672.0,COURTSQ-FLS-7,462,"Court Sq (E,G,M,7)",606
2/1/23,Queens,Elevator,EL491X,0,0,0,0,,0.020982143,2.35,112.0,0.035714286,4.0,112.0,0.018377976,12.35,672.0,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
2/1/23,Manhattan,Elevator,EL18X,0,0,0,0,,1.0,112.0,112.0,0.97172619,108.8333333,112.0,0.993799603,667.8333333,672.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
2/1/23,Manhattan,Elevator,EL729X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Manhattan,Elevator,EL335,3,2,1,0,214.0,1.0,112.0,112.0,1.0,112.0,112.0,0.985565476,662.3,672.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
2/1/23,Manhattan,Elevator,EL245,5,3,2,2,215.0,1.0,112.0,112.0,0.957440476,107.2333333,112.0,0.958630952,644.2,672.0,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
2/1/23,Bronx,Elevator,EL199,1,1,0,0,26.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992435516,666.9166667,672.0,GUNHILLRD-DYR-5,444,Gun Hill Rd - Station,444
2/1/23,Manhattan,Elevator,EL225,4,3,1,0,248.0,0.961160714,107.65,112.0,1.0,112.0,112.0,0.969618056,651.5833333,672.0,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
2/1/23,Manhattan,Elevator,EL732,17,1,16,1,185.0,0.941220238,105.4166667,112.0,0.829761905,92.93333333,112.0,0.924007937,620.9333333,672.0,FULTONST-CLK-2/3,332,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Manhattan,Elevator,EL722,4,1,3,1,110.0,1.0,112.0,112.0,0.988541667,110.7166667,112.0,0.985069444,661.9666667,672.0,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Manhattan,Elevator,EL11X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
2/1/23,Brooklyn,Elevator,EL375,1,1,0,0,175.0,0.982886905,110.0833333,112.0,1.0,112.0,112.0,0.992311508,666.8333333,672.0,CHURCHAV-6AV-F/G,243,Church Av - Station,243
2/1/23,Manhattan,Elevator,EL112,3,1,2,1,38.0,1.0,112.0,112.0,1.0,112.0,112.0,0.977331349,656.7666667,672.0,168ST-BWY7-1,302,"168 St (A,C,1)",605
2/1/23,Manhattan,Elevator,EL103,4,3,1,0,27.0,0.990029762,110.8833333,112.0,0.976934524,109.4166667,112.0,0.982415675,660.1833333,672.0,191ST-BWY7-1,300,191 St - Station,300
2/1/23,Manhattan,Elevator,EL247,2,1,1,0,73.0,1.0,112.0,112.0,1.0,112.0,112.0,0.990674603,665.7333333,672.0,96ST-2AV-Q,475,96 St - Station,475
2/1/23,Manhattan,Elevator,EL440,7,3,4,0,74.0,0.944494048,105.7833333,112.0,0.96577381,108.1666667,112.0,0.968402778,650.7666667,672.0,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
2/1/23,Bronx,Elevator,EL187,2,1,1,1,206.0,0.964285714,108.0,112.0,1.0,112.0,112.0,0.978695437,657.6833333,672.0,FORDHAMRD-JER-4,382,Fordham Rd - Station,382
2/1/23,Manhattan,Elevator,EL265,1,1,0,0,73.0,1.0,112.0,112.0,1.0,112.0,112.0,0.993055556,667.3333333,672.0,72ST-2AV-Q,477,72 St - Station,477
2/1/23,Manhattan,Elevator,EL280,1,1,0,0,155.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992931548,667.25,672.0,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
2/1/23,Manhattan,Elevator,EL140,1,1,0,0,192.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992435516,666.9166667,672.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605
2/1/23,Manhattan,Elevator,EL213,6,2,4,1,86.0,0.974553571,109.15,112.0,0.978422619,109.5833333,112.0,0.97671131,656.35,672.0,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
2/1/23,Manhattan,Elevator,EL314,1,1,0,0,67.0,1.0,112.0,112.0,1.0,112.0,112.0,0.994246032,668.1333333,672.0,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
2/1/23,Brooklyn,Elevator,EL304,2,2,0,0,226.0,0.99375,111.3,112.0,1.0,112.0,112.0,0.986061508,662.6333333,672.0,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
2/1/23,Manhattan,Elevator,EL315,2,1,1,0,67.0,0.992410714,111.15,112.0,1.0,112.0,112.0,0.993998016,667.9666667,672.0,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
2/1/23,Manhattan,Elevator,EL180,3,2,1,0,177.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992361111,666.8666667,672.0,135ST-LWP-2/3,438,135 St - Station,438
2/1/23,Manhattan,Elevator,EL139,5,2,3,0,192.0,0.984672619,110.2833333,112.0,0.996279762,111.5833333,112.0,0.978397817,657.4833333,672.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605
2/1/23,Brooklyn,Elevator,EL345,1,1,0,0,105.0,0.991071429,111.0,112.0,1.0,112.0,112.0,0.995535714,669.0,672.0,UTICAAV-8AV-A/C,181,Utica Av - Station,181
2/1/23,Manhattan,Elevator,EL239,1,1,0,0,231.0,0.993154762,111.2333333,112.0,1.0,112.0,112.0,0.99327877,667.4833333,672.0,72ST-BWY7-1/2/3,313,72 St - Station,313
2/1/23,Manhattan,Elevator,EL608X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,GRANDCENTRAL-42ST-LEX-S,469,"Grand Central-42 St (S,4,5,6,7)",610
2/1/23,Brooklyn,Elevator,EL306,4,3,1,0,226.0,0.97172619,108.8333333,112.0,0.964285714,108.0,112.0,0.963417659,647.4166667,672.0,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
2/1/23,Brooklyn,Elevator,EL319,19,1,18,1,14.0,0.945535714,105.9,112.0,0.811755952,90.91666667,112.0,0.877554563,589.7166667,672.0,FLATBUSHAV-BROOKLYNCOLLEGE-NOS-2/5,359,Flatbush Av-Brooklyn College - Station,359
2/1/23,Brooklyn,Elevator,EL343,2,2,0,0,205.0,0.982142857,110.0,112.0,1.0,112.0,112.0,0.988839286,664.5,672.0,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
2/1/23,Bronx,Elevator,EL189,2,2,0,0,98.0,1.0,112.0,112.0,1.0,112.0,112.0,0.991443452,666.25,672.0,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
2/1/23,Brooklyn,Elevator,EL763,3,1,2,0,27.0,0.96875,108.5,112.0,0.93452381,104.6666667,112.0,0.957043651,643.1333333,672.0,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283
2/1/23,Manhattan,Elevator,EL227,3,2,1,0,248.0,0.995684524,111.5166667,112.0,1.0,112.0,112.0,0.985441468,662.2166667,672.0,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
2/1/23,Manhattan,Elevator,EL229,4,2,2,1,237.0,0.95,106.4,112.0,1.0,112.0,112.0,0.977430556,656.8333333,672.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
2/1/23,Manhattan,Elevator,EL743,5,2,3,1,29.0,1.0,112.0,112.0,0.943005952,105.6166667,112.0,0.979761905,658.4,672.0,CHAMBERSST-JAM-J/Z,105,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
2/1/23,Manhattan,Elevator,EL146,12,6,6,1,147.0,0.776636905,86.98333333,112.0,1.0,112.0,112.0,0.899727183,604.6166667,672.0,96ST-BWY7-1/2/3,310,96 St - Station,310
2/1/23,Brooklyn,Elevator,EL396,2,1,1,0,180.0,0.986309524,110.4666667,112.0,1.0,112.0,112.0,0.991765873,666.4666667,672.0,MYRTLE-WYCKOFFAVS-MYT-M,112,"Myrtle-Wyckoff Avs (L,M)",630
2/1/23,Bronx,Elevator,EL127,6,2,4,0,79.0,1.0,112.0,112.0,0.973660714,109.05,112.0,0.97390873,654.4666667,672.0,SIMPSONST-LWP-2/5,430,Simpson St - Station,430
2/1/23,Manhattan,Elevator,EL207X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,50ST-8AV-C/E,162,50 St - Station,162
2/1/23,Manhattan,Elevator,EL333,3,2,1,0,214.0,1.0,112.0,112.0,1.0,112.0,112.0,0.985069444,661.9666667,672.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
2/1/23,Bronx,Elevator,EL194,2,1,1,0,190.0,0.964285714,108.0,112.0,0.964285714,108.0,112.0,0.955332341,641.9833333,672.0,233ST-LWP-2/5,418,233 St - Station,418
2/1/23,Queens,Elevator,EL426,5,2,3,0,192.0,0.991071429,111.0,112.0,0.964285714,108.0,112.0,0.968576389,650.8833333,672.0,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
2/1/23,Bronx,Elevator,EL508,1,1,0,0,13.0,1.0,112.0,112.0,1.0,112.0,112.0,0.991939484,666.5833333,672.0,170ST-JER-4,387,170 St - Station,387
2/1/23,Manhattan,Elevator,EL316,1,1,0,0,67.0,1.0,112.0,112.0,0.991815476,111.0833333,112.0,0.997147817,670.0833333,672.0,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
2/1/23,Queens,Elevator,EL466,1,1,0,0,31.0,1.0,112.0,112.0,1.0,112.0,112.0,0.993179563,667.4166667,672.0,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
2/1/23,Bronx,Elevator,EL198,1,1,0,0,26.0,1.0,112.0,112.0,1.0,112.0,112.0,0.993799603,667.8333333,672.0,GUNHILLRD-DYR-5,444,Gun Hill Rd - Station,444
2/1/23,Manhattan,Elevator,EL733X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Brooklyn,Elevator,EL760,3,3,0,0,136.0,1.0,112.0,112.0,1.0,112.0,112.0,0.983110119,660.65,672.0,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51
2/1/23,Manhattan,Elevator,EL216,2,2,0,0,1.0,0.997470238,111.7166667,112.0,1.0,112.0,112.0,0.991517857,666.3,672.0,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
2/1/23,Brooklyn,Elevator,EL755,1,1,0,0,26.0,1.0,112.0,112.0,0.967410714,108.35,112.0,0.990352183,665.5166667,672.0,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
2/1/23,Manhattan,Elevator,EL228,2,2,0,0,248.0,0.991517857,111.05,112.0,1.0,112.0,112.0,0.988541667,664.3,672.0,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
2/1/23,Manhattan,Elevator,EL110,3,0,3,0,15.0,1.0,112.0,112.0,0.991071429,111.0,112.0,0.990575397,665.6666667,672.0,181ST-BWY7-1,301,181 St - Station,301
2/1/23,Bronx,Elevator,EL190,3,1,2,0,98.0,1.0,112.0,112.0,1.0,112.0,112.0,0.979910714,658.5,672.0,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
2/1/23,Manhattan,Elevator,EL291X,0,0,0,0,,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,672.0,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
2/1/23,Manhattan,Elevator,EL601,2,1,1,0,89.0,0.321428571,36.0,112.0,0.337053571,37.75,112.0,0.323784722,217.5833333,672.0,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
2/1/23,Brooklyn,Elevator,EL757,3,1,2,0,26.0,1.0,112.0,112.0,1.0,112.0,112.0,0.991418651,666.2333333,672.0,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
2/1/23,Manhattan,Elevator,EL105,11,6,5,0,27.0,0.955357143,107.0,112.0,0.931994048,104.3833333,112.0,0.939087302,631.0666667,672.0,191ST-BWY7-1,300,191 St - Station,300
2/1/23,Brooklyn,Elevator,EL741,6,1,5,0,43.0,0.952232143,106.65,112.0,0.941964286,105.5,112.0,0.936185516,629.1166667,672.0,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
2/1/23,Manhattan,Elevator,EL718X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Brooklyn,Elevator,EL312,3,1,2,1,9.0,0.995833333,87.63333333,88.0,0.933993399,80.18333333,85.85,0.934506479,486.8,520.9166667,CLARKST-CLK-2/3,334,Clark St - Station,334
2/1/23,Manhattan,Elevator,EL298,1,1,0,0,74.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992683532,667.0833333,672.0,23ST-LEX-6,405,23 St - Station,405
2/1/23,Manhattan,Elevator,EL214,2,2,0,0,4.0,1.0,112.0,112.0,1.0,112.0,112.0,0.990823413,665.8333333,672.0,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
2/1/23,Manhattan,Elevator,EL204,2,1,1,0,30.0,0.992559524,111.1666667,112.0,1.0,112.0,112.0,0.991071429,666.0,672.0,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
2/1/23,Brooklyn,Elevator,EL344,2,1,1,0,105.0,1.0,112.0,112.0,0.967261905,108.3333333,112.0,0.986111111,662.6666667,672.0,UTICAAV-8AV-A/C,181,Utica Av - Station,181
2/1/23,Manhattan,Elevator,EL619,1,1,0,0,9.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992881944,667.2166667,672.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
2/1/23,Manhattan,Elevator,EL210,2,2,0,0,16.0,0.994494048,111.3833333,112.0,1.0,112.0,112.0,0.986830357,663.15,672.0,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
2/1/23,Manhattan,Elevator,EL238,6,3,3,0,279.0,0.94047619,105.3333333,112.0,0.941517857,105.45,112.0,0.929662698,624.7333333,672.0,66ST-LINCOLNCENTER-BWY7-1,314,66 St-Lincoln Center - Station,314
2/1/23,Brooklyn,Elevator,EL772,4,2,2,1,9.0,0.979017857,109.65,112.0,1.0,112.0,112.0,0.990798611,665.8166667,672.0,LIVONIAAV-CNR-L,135,Livonia Av - Station,135
2/1/23,Manhattan,Elevator,EL209,4,2,2,0,10.0,1.0,112.0,112.0,0.953869048,106.8333333,112.0,0.970982143,652.5,672.0,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
2/1/23,Bronx,Elevator,EL183,1,1,0,0,190.0,1.0,105.8166667,105.8166667,1.0,108.0,108.0,0.992502391,639.8166667,644.65,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
2/1/23,Brooklyn,Elevator,EL320,3,2,1,0,9.0,0.977678571,109.5,112.0,0.993303571,111.25,112.0,0.981994048,659.9,672.0,CHURCHAV-NOS-2/5,356,Church Av - Station,356
2/1/23,Manhattan,Elevator,EL149,2,1,1,0,9.0,1.0,112.0,112.0,0.97827381,109.5666667,112.0,0.988938492,664.5666667,672.0,INWOOD-207ST-8AV-A,143,Inwood-207 St - Station,143
2/1/23,Brooklyn,Elevator,EL302,3,2,1,0,226.0,0.982886905,110.0833333,112.0,1.0,112.0,112.0,0.981274802,659.4166667,672.0,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
2/1/23,Brooklyn,Elevator,EL708,2,1,1,0,153.0,1.0,112.0,112.0,0.987797619,110.6333333,112.0,0.988144841,664.0333333,672.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
2/1/23,Queens,Elevator,EL413,7,1,6,1,14.0,0.978869048,109.6333333,112.0,0.993154762,111.2333333,112.0,0.975297619,655.4,672.0,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,278,Jamaica Center-Parsons/Archer - Station,278
2/1/23,Manhattan,Elevator,EL218,5,3,2,0,273.0,0.892857143,100.0,112.0,0.892857143,100.0,112.0,0.901760913,605.9833333,672.0,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
2/1/23,Bronx,Elevator,EL196,1,1,0,0,99.0,1.0,112.0,112.0,1.0,112.0,112.0,0.992931548,667.25,672.0,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
2/1/23,Bronx,Elevator,EL506,6,2,4,2,13.0,0.94375,105.7,112.0,0.997619048,111.7333333,112.0,0.974280754,654.7166667,672.0,170ST-JER-4,387,170 St - Station,387
2/1/23,Manhattan,Elevator,EL717X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
2/1/23,Manhattan,Elevator,EL117,5,1,4,0,30.0,0.972767857,108.95,112.0,0.992559524,111.1666667,112.0,0.970188492,651.9666667,672.0,181ST-8AV-A,146,181 St - Station,146
2/1/23,Bronx,Elevator,EL191,2,2,0,0,98.0,0.988392857,110.7,112.0,1.0,112.0,112.0,0.988194444,664.0666667,672.0,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
2/1/23,Brooklyn,Elevator,EL309,0,0,0,0,261.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620
2/1/23,Manhattan,Elevator,EL279X,0,0,0,0,,0.251041667,28.11666667,112.0,0.201339286,22.55,112.0,0.218700397,146.9666667,672.0,28ST-LEX-6,404,28 St - Station,404
2/1/23,Bronx,Elevator,EL137,3,3,0,0,183.0,1.0,112.0,112.0,0.995386905,111.4833333,112.0,0.988814484,664.4833333,672.0,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
2/1/23,Brooklyn,Elevator,EL358,1,1,0,0,30.0,1.0,112.0,112.0,1.0,112.0,112.0,0.993005952,667.3,672.0,BEDFORDAV-CNR-L,120,Bedford Av - Station,120
2/1/23,Manhattan,Elevator,EL16X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
2/1/23,Queens,Elevator,EL439,3,1,2,1,105.0,0.980654762,109.8333333,112.0,1.0,112.0,112.0,0.986111111,662.6666667,672.0,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
2/1/23,Manhattan,Elevator,EL730,2,1,1,0,68.0,1.0,112.0,112.0,0.967261905,108.3333333,112.0,0.987003968,663.2666667,672.0,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
2/1/23,Queens,Elevator,EL433,2,1,1,1,212.0,1.0,112.0,112.0,1.0,112.0,112.0,0.989335317,664.8333333,672.0,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
2/1/23,Manhattan,Elevator,EL22X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,0.996577381,669.7,672.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
2/1/23,Manhattan,Elevator,EL288X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
2/1/23,Manhattan,Elevator,EL600,1,1,0,0,89.0,0.994494048,111.3833333,112.0,1.0,112.0,112.0,0.992385913,666.8833333,672.0,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
2/1/23,Bronx,Elevator,EL182,5,2,3,2,190.0,0.928571429,104.0,112.0,0.922619048,103.3333333,112.0,0.921527778,619.2666667,672.0,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
2/1/23,Manhattan,Elevator,EL206,3,1,2,1,9.0,1.0,112.0,112.0,0.986755952,110.5166667,112.0,0.988070437,663.9833333,672.0,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
2/1/23,Brooklyn,Elevator,EL706,2,1,1,0,153.0,1.0,112.0,112.0,0.977380952,109.4666667,112.0,0.988392857,664.2,672.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
2/1/23,Brooklyn,Elevator,EL389,2,1,1,0,28.0,1.0,112.0,112.0,1.0,112.0,112.0,0.986929563,663.2166667,672.0,59ST-4AV-N/R,35,59 St - Station,35
2/1/23,Brooklyn,Elevator,EL747X,0,0,0,0,,0.785714286,88.0,112.0,0.752232143,84.25,112.0,0.776636905,521.9,672.0,HOYT-SCHERMERHORN-8AV-A/C/G,175,Hoyt-Schermerhorn - Station,175
2/1/23,Manhattan,Elevator,EL116,0,0,0,0,15.0,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,190ST-8AV-A,145,190 St - Station,145
2/1/23,Queens,Elevator,EL448X,0,0,0,0,,1.0,112.0,112.0,1.0,112.0,112.0,1.0,672.0,672.0,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
2/1/23,Brooklyn,Elevator,EL392,1,1,0,0,220.0,1.0,112.0,112.0,1.0,112.0,112.0,0.993923611,667.9166667,672.0,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
2/1/23,Manhattan,Elevator,EL402,4,1,3,2,399.0,1.0,80.0,80.0,0.971875,77.75,80.0,0.973644214,469.7833333,482.5,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
3/1/23,Manhattan,Elevator,EL224,4,1,3,2,245.0,0.984946237,122.1333333,124.0,0.967741935,120.0,124.0,0.978442438,722.4166667,738.3333333,8AV-CNR-L,115,"14 St (A,C,E)/8 Av (L)",618
3/1/23,Brooklyn,Elevator,EL383,3,2,1,0,238.0,0.977419355,121.2,124.0,1.0,124.0,124.0,0.984117384,732.1833333,744.0,PROSPECTPARK-BWY-B/Q/S,42,Prospect Park - Station,42
3/1/23,Brooklyn,Elevator,EL394,0,0,0,0,240.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FLUSHINGAV-JAM-J/M,98,Flushing Av - Station,98
3/1/23,Brooklyn,Elevator,EL765,1,1,0,0,28.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993548387,739.2,744.0,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283
